"train/global_step","Group: null - _step","Group: null - _step__MIN","Group: null - _step__MAX","Group: null - eval/12-add-reverse_distance","Group: null - eval/12-add-reverse_distance__MIN","Group: null - eval/12-add-reverse_distance__MAX","Group: null - eval/16-add-reverse_distance","Group: null - eval/16-add-reverse_distance__MIN","Group: null - eval/16-add-reverse_distance__MAX","Group: null - eval/20-add-reverse_distance","Group: null - eval/20-add-reverse_distance__MIN","Group: null - eval/20-add-reverse_distance__MAX","Group: null - eval/24-add-reverse_distance","Group: null - eval/24-add-reverse_distance__MIN","Group: null - eval/24-add-reverse_distance__MAX","Group: null - eval/28-add-reverse_distance","Group: null - eval/28-add-reverse_distance__MIN","Group: null - eval/28-add-reverse_distance__MAX","Group: null - eval/32-add-reverse_distance","Group: null - eval/32-add-reverse_distance__MIN","Group: null - eval/32-add-reverse_distance__MAX","Group: null - eval/36-add-reverse_distance","Group: null - eval/36-add-reverse_distance__MIN","Group: null - eval/36-add-reverse_distance__MAX","Group: null - eval/4-add-reverse_distance","Group: null - eval/4-add-reverse_distance__MIN","Group: null - eval/4-add-reverse_distance__MAX","Group: null - eval/40-add-reverse_distance","Group: null - eval/40-add-reverse_distance__MIN","Group: null - eval/40-add-reverse_distance__MAX","Group: null - eval/44-add-reverse_distance","Group: null - eval/44-add-reverse_distance__MIN","Group: null - eval/44-add-reverse_distance__MAX","Group: null - eval/48-add-reverse_distance","Group: null - eval/48-add-reverse_distance__MIN","Group: null - eval/48-add-reverse_distance__MAX","Group: null - eval/8-add-reverse_distance","Group: null - eval/8-add-reverse_distance__MIN","Group: null - eval/8-add-reverse_distance__MAX"
"2200","977.5","944","1011","0.8699951171875019","0.6423688616071417","0.9976981026785717","0.8256564670138922","0.593478732638885","0.9852430555555578","0.762140447443183","0.5757279829545434","0.9260031960227311","0.6871337890625016","0.5564528245192332","0.8135141225961466","0.6163411458333354","0.5436197916666679","0.7135091145833344","0.5543069278492629","0.5007755055147056","0.6318646599264685","0.5000642475328938","0.42418791118421295","0.5670230263157857","0.9597574869791661","0.8497721354166647","1","0.4499395461309531","0.37383742559523814","0.5011160714285716","0.40447201936141214","0.3458305027173921","0.4658840013586933","0.36503417968749896","0.3239257812499992","0.43761718749999867","0.8985839843749996","0.6637695312500042","0.9998046875"
"2400","1069.5","1036","1103","0.9855608258928581","0.970982142857144","0.995954241071429","0.9480658637152833","0.8979492187500094","0.9758572048611142","0.8905695134943232","0.832208806818187","0.9379882812500041","0.8051476111778786","0.7486478365384612","0.8754507211538342","0.7093750000000005","0.6516276041666689","0.7983072916666646","0.6205121208639683","0.5493451286764672","0.7319623161764699","0.5476652446546043","0.47003495065789586","0.6606959292763144","0.9996744791666666","0.9988606770833333","1","0.48329961867559496","0.3999255952380972","0.6058872767857079","0.4263756793478264","0.3391856317934793","0.5453889266304373","0.3785449218749993","0.2941210937499996","0.4785156249999995","0.9962402343749999","0.9863281249999996","0.9998046875"
"2600","1161.5","1128","1195","0.9868512834821437","0.9710518973214296","0.9940011160714292","0.9480658637152821","0.9009331597222274","0.9665798611111143","0.8432173295454577","0.7897727272727284","0.8799715909090947","0.7376427283653856","0.7124774639423097","0.7734750600961515","0.6432779947916686","0.5719075520833357","0.6815104166666671","0.5625143612132335","0.4612247242647073","0.6249425551470562","0.4983359888980256","0.39391447368421284","0.5639905427631544","0.9999593098958333","0.9998372395833334","1","0.4414643787202385","0.3475864955357115","0.49732607886904784","0.38973335597826053","0.313901154891307","0.43418817934782455","0.3483056640624993","0.2838476562499996","0.3887304687499991","0.9990478515624999","0.9976562499999997","0.9997070312499999"
"2800","1253.5","1220","1287","0.9853690011160723","0.9749581473214294","0.9984654017857144","0.9425591362847253","0.8944769965277843","0.9922960069444453","0.8784068714488666","0.78156072443182","0.9563210227272769","0.7884239783653799","0.6806265024038501","0.8582106370192194","0.703450520833334","0.5955403645833361","0.7680338541666648","0.623319738051469","0.5225471047794102","0.6985006893382343","0.5420692845394735","0.4566200657894764","0.6353310032894717","0.9996337890625","0.9991861979166669","1","0.4704706101190477","0.4010881696428591","0.5838448660714227","0.4193274456521742","0.3605213994565219","0.5397843070652196","0.3823730468749996","0.32419921874999935","0.4926367187499998","0.9947753906249996","0.9856445312499997","0.9992187499999999"
"3000","1345.5","1312","1379","0.9964599609375002","0.9939313616071436","0.9986746651785715","0.9697265625000041","0.9303385416666758","0.9972330729166672","0.9136186079545496","0.8621271306818244","0.9856178977272738","0.8338059645432625","0.7729867788461505","0.913161057692299","0.73056640625","0.6610351562500022","0.7832031249999977","0.6483656939338215","0.5749368106617614","0.7023207720588223","0.5704795435855244","0.5024928042763163","0.6245117187499969","0.9997558593750001","0.9991861979166667","1","0.497936430431547","0.4247814360119077","0.5575474330357096","0.4279095193614125","0.3620074728260873","0.5013586956521748","0.37915527343749916","0.31619140624999914","0.45306640624999905","0.9996337890625","0.9991210937499999","1"
"3200","1437.5","1404","1471","0.9955357142857149","0.9832589285714302","0.9997907366071428","0.9763726128472241","0.914171006944451","0.9983723958333336","0.936035156250003","0.8275479403409144","0.9874378551136384","0.8477313701922993","0.7615685096153835","0.9082031249999886","0.7432861328125","0.6625000000000023","0.7967447916666651","0.6513169232536746","0.5751091452205856","0.7105353860294106","0.5601999383223673","0.4871761924342104","0.6393400493421024","0.9998372395833334","0.9996744791666666","1","0.48407273065475953","0.38269624255952345","0.5820079985118998","0.4261474609375008","0.32831606657608825","0.5250084918478275","0.37886718749999926","0.29408203124999965","0.4696289062499994","0.9997802734375","0.9995117187499999","1"
"3400","1529.5","1496","1563","0.9994419642857143","0.9990931919642857","0.9996512276785715","0.9906005859375011","0.985731336805557","0.9951171875000007","0.9269242720170492","0.8781960227272773","0.9740767045454568","0.8210918719951859","0.7339618389423088","0.9144005408653748","0.7107503255208345","0.6148763020833364","0.7792643229166661","0.615428251378675","0.5049115349264705","0.6656996783088222","0.5281082956414449","0.39848889802631743","0.579975328947365","0.9998779296875","0.9996744791666666","1","0.45155552455357095","0.3170805431547599","0.5123465401785704","0.39222783627717295","0.27536939538043603","0.44832710597825864","0.3443115234374992","0.24492187500000026","0.390253906249999","0.9998291015624999","0.999609375","1"
"3600","1621.5","1588","1655","0.9975760323660716","0.992675781250001","0.9997209821428571","0.9841308593750022","0.9632703993055618","0.9991319444444446","0.9328835227272754","0.8160955255681844","0.9971590909090918","0.874333308293265","0.6944486177884661","0.9682992788461494","0.7648356119791666","0.6081705729166694","0.8460611979166655","0.6672506893382341","0.5465016084558795","0.7427906709558824","0.58798699629934","0.4936009457236843","0.6540655838815773","0.9998779296875001","0.9996744791666666","1","0.514014834449403","0.44352213541666974","0.5721726190476127","0.45118779721467384","0.3943826426630432","0.5095533288043496","0.39882324218749887","0.3477734374999987","0.44683593749999884","0.9996093749999999","0.9989257812499999","1"
"3800","1713.5","1680","1747","0.9950474330357144","0.9843750000000002","0.9997907366071429","0.9868842230902786","0.9655490451388895","0.9994574652777779","0.9663973721590928","0.9500621448863646","0.992542613636364","0.9039024939903749","0.8918269230769114","0.9150390624999928","0.7958089192708313","0.7763346354166649","0.8233398437499981","0.6953268612132342","0.654038373161762","0.7246093749999987","0.6062718441611811","0.5528628700657865","0.6271844161184179","0.9966227213541669","0.9869791666666666","1","0.5324067615327348","0.4756091889880969","0.5600120907738038","0.4662979789402165","0.4187754755434762","0.49329144021739163","0.4085498046874988","0.37599609374999876","0.43175781249999867","0.9983154296874999","0.9958007812499998","0.9998046875"
"4000","1805.5","1772","1839","0.9631870814732151","0.857003348214289","0.9997209821428572","0.9549831814236138","0.8495551215277842","0.9993489583333335","0.9221968217329575","0.807173295454548","0.9911221590909105","0.8467078575721083","0.722318209134616","0.9288987379807602","0.7559570312500001","0.6519531250000016","0.8143554687499988","0.6778133616727926","0.5983743106617627","0.7221679687499988","0.6058735094572348","0.532637746710525","0.6541683799342104","0.9939778645833335","0.9759114583333341","1","0.5434860956101156","0.4732375372023827","0.5871698288690417","0.48377526324728276","0.4095830502717377","0.519276494565219","0.42970214843749877","0.36328124999999867","0.4687695312499992","0.9644531249999986","0.8584960937499945","0.99990234375"
"4200","1897.5","1864","1931","0.99951171875","0.9990234375000001","0.9998604910714286","0.9918619791666665","0.9698893229166665","0.9994032118055556","0.9618696732954553","0.8657670454545449","0.9958718039772733","0.8785588191105721","0.6970402644230804","0.9441105769230703","0.7686523437499992","0.6035156250000037","0.8291666666666655","0.6932229434742637","0.5725241268382337","0.745835248161763","0.6176051089638146","0.518477590460525","0.6670435855263145","0.9999593098958333","0.9998372395833333","1","0.5372953869047596","0.4744233630952404","0.5732886904761869","0.46031122622282516","0.4293690557065204","0.4728473165760862","0.40030761718749863","0.39306640624999856","0.40349609374999845","0.9999755859374999","0.99990234375","1"
"4400","1989.5","1956","2023","0.9987792968750001","0.9965820312500003","0.9998604910714286","0.9907362196180565","0.9760742187500027","0.9983181423611113","0.9702037464488658","0.9367897727272768","0.9887251420454556","0.9020338792067217","0.8680889423076805","0.9729942908653825","0.8019531249999983","0.7568684895833315","0.920019531249996","0.7000660615808816","0.6595243566176454","0.8033662683823555","0.5955296566611822","0.5511667351973659","0.68870785361842","0.9999186197916667","0.9996744791666667","1","0.5003371465773802","0.43647693452381126","0.5743350074404717","0.4358547044836947","0.3807319972826085","0.4895337975543477","0.38889648437499885","0.34976562499999936","0.43091796874999816","0.9998046875","0.9996093749999999","1"
"4600","2081.5","2048","2115","0.9993198939732145","0.9979771205357145","0.9999302455357143","0.9959852430555562","0.9900716145833345","0.9988064236111114","0.9616477272727302","0.9359907670454589","0.9921431107954557","0.8717322716346063","0.8150540865384526","0.9505709134615323","0.7804606119791659","0.7470703125000004","0.8341471354166635","0.6801183363970571","0.6519703584558798","0.6971507352941166","0.5947843852796025","0.5356702302631556","0.6295744243421018","0.9999593098958333","0.9998372395833334","1","0.5196184430803554","0.44468470982143193","0.5650111607142805","0.45552394701086873","0.3883322010869556","0.4944378396739136","0.4047265624999988","0.3536132812499995","0.43236328124999834","0.99990234375","0.9998046875","1"
"4800","2173.5","2140","2207","0.9989536830357144","0.9975585937500003","0.9995117187500001","0.9880777994791683","0.9576822916666724","0.9993489583333335","0.9575528231534115","0.8562677556818235","0.9946732954545467","0.9034236027644171","0.7801983173076885","0.9578575721153784","0.8053141276041651","0.7180989583333346","0.8561848958333294","0.698112936580881","0.6148897058823501","0.7510627297794115","0.6015817742598667","0.5021073190789477","0.6613127055921028","0.9999186197916666","0.9996744791666666","1","0.5279541015624976","0.4263625372023844","0.5975167410714218","0.4643289317255438","0.38260020380434745","0.532651154891307","0.41144042968749917","0.35068359374999963","0.4750390624999994","0.9998291015625","0.9998046875","0.99990234375"
"5000","2265.5","2232","2299","0.9905133928571437","0.9626813616071461","0.9998604910714286","0.9555799696180577","0.824978298611119","0.999728732638889","0.9405517578125014","0.7835138494318199","0.9960049715909095","0.9043062650240332","0.7569110576923068","0.9756234975961497","0.8130859374999976","0.7082356770833347","0.8944335937499928","0.7132424747242638","0.6606732536764685","0.7751895680147056","0.6271394428453927","0.593390213815786","0.6724403782894735","0.9995930989583333","0.9985351562499999","1","0.5516473679315438","0.5213681175595217","0.5861932663690421","0.4923414147418472","0.4642705502717378","0.5382345448369584","0.4384472656249989","0.41259765624999883","0.4929101562499996","0.9989257812499999","0.9958007812499996","1"
"5200","2357.5","2324","2391","0.9999825613839286","0.9999302455357143","1","0.9989691840277779","0.9981553819444448","0.9998372395833334","0.9863059303977293","0.979802911931821","0.9964044744318186","0.9136775090144137","0.8784930889422957","0.9815204326923049","0.7884602864583313","0.7224283854166658","0.906510416666661","0.686135684742646","0.6393324908088213","0.7838350183823538","0.6005666632401294","0.5565121299342081","0.6871659128289471","1","1","1","0.5131835937499993","0.46226283482143066","0.6030738467261849","0.44793966542119484","0.39612347146739085","0.5312287703804356","0.3988427734374992","0.3542773437499999","0.47460937499999983","0.99990234375","0.9996093749999999","1"
"5400","2449.5","2416","2483","0.9984130859375003","0.9968610491071432","0.9993722098214287","0.9959445529513894","0.9922417534722234","0.9990234375000002","0.9631458629261388","0.9224076704545502","0.9951615767045462","0.8823429987980699","0.8071289062499927","0.9815204326923046","0.7758463541666655","0.6767578125000024","0.9130208333333278","0.6660371668198518","0.5443474264705863","0.8021886488970587","0.5795127467105268","0.4636358963815809","0.7029708059210522","0.9997965494791666","0.9996744791666666","1","0.5182349795386886","0.41020275297619224","0.6329055059523743","0.4646526834239145","0.3675908627717394","0.5734969429347868","0.41670898437499987","0.32374999999999987","0.5218359375000007","0.9995849609374999","0.9990234375","1"
"5600","2541.5","2508","2575","0.9981340680803574","0.9933035714285718","1","0.9894205729166672","0.9614257812500022","0.9994032118055557","0.9675847833806834","0.8910688920454582","0.9947176846590919","0.9178654597355717","0.7971379206730739","0.973632812499996","0.827384440104164","0.7027669270833343","0.915234374999993","0.7324434168198525","0.602711397058822","0.8191636029411781","0.6496710526315789","0.521510074013158","0.7256373355263159","1","1","1","0.5750558035714259","0.46744791666666907","0.6448800223214229","0.49683147927989163","0.4146569293478245","0.5939622961956561","0.4316796874999994","0.35687499999999894","0.5436523437500006","0.9999267578125","0.9998046875","1"
"5800","2633.5","2600","2667","0.9919433593750003","0.9696568080357153","0.9999302455357143","0.9706624348958337","0.9034830729166663","0.9996202256944445","0.9132523970170474","0.767134232954545","0.9966264204545462","0.8324068509615339","0.6443058894230812","0.9484675480769158","0.7399902343750003","0.6142578125000029","0.8338541666666666","0.6415584788602936","0.5208524816176476","0.7427332261029426","0.5665026212993417","0.44310238486842346","0.6624691611842098","0.9999593098958333","0.9998372395833334","1","0.5011858258928559","0.3903459821428584","0.5776134672618994","0.4472125509510866","0.3532396399456525","0.5152216372282619","0.40100585937499866","0.3277148437499989","0.4644335937499987","0.9991699218750001","0.9966796874999999","1"
"6000","2725.5","2692","2759","0.9974016462053571","0.992257254464286","0.9995814732142858","0.9933946397569449","0.9776475694444456","0.9992947048611113","0.9696377840909105","0.9090465198863669","0.9980024857954549","0.905057466947111","0.7824143629807665","0.9824594350961513","0.8025634765624979","0.6676432291666693","0.8926757812499949","0.7057531020220587","0.5689338235294092","0.7984834558823548","0.618298982319079","0.4948087993421058","0.7168996710526324","0.9998779296875","0.9995117187500001","1","0.5569661458333315","0.45352027529762184","0.6519717261904701","0.5034338909646748","0.4141474184782598","0.5867442255434818","0.45263183593749945","0.366210937499999","0.5115429687500004","0.9992187499999999","0.9985351562499998","1"
"6200","2817.5","2784","2851","0.9998779296875","0.9995814732142858","1","0.9984673394097225","0.9971245659722228","0.999728732638889","0.9872270063920475","0.9782049005681838","0.9972922585227275","0.9210956280047992","0.9038085937499918","0.9541015624999944","0.7996256510416655","0.7760742187499994","0.8324869791666645","0.6924187155330872","0.6592084099264693","0.7238338694852928","0.5966475637335494","0.5680509868421006","0.6120476973684184","0.9999186197916666","0.9998372395833333","1","0.5202869233630937","0.48525855654762035","0.5369233630952358","0.46372919497282494","0.41147248641304235","0.48526664402173786","0.4170898437499989","0.3516406249999989","0.44638671874999836","0.999951171875","0.9998046875","1"
"6400","2909.5","2876","2943","0.9976981026785717","0.9910016741071437","1","0.9935980902777787","0.9774305555555586","0.9990776909722223","0.9712801846590924","0.9076704545454589","0.9962713068181825","0.902221679687491","0.8173452524038372","0.9442983774038384","0.8012207031249992","0.7305989583333342","0.8353841145833321","0.702521829044117","0.6380687040441162","0.7460937499999997","0.6132619757401296","0.5433028371710502","0.6650904605263147","0.9999593098958333","0.9998372395833334","1","0.5269949776785697","0.4673549107142884","0.5653599330357103","0.4638459578804341","0.42017663043478065","0.5009341032608702","0.41830078124999853","0.3798632812499989","0.4571874999999982","0.9991943359374997","0.9969726562499996","1"
"6600","3001.5","2968","3035","0.9998081752232144","0.9997209821428572","1","0.9985351562500002","0.9971788194444449","0.9998914930555556","0.9887251420454557","0.9714577414772763","0.9980468750000002","0.936589167668262","0.8907376802884491","0.9761117788461504","0.8205159505208313","0.7548177083333341","0.8961914062499942","0.7078498391544112","0.6335592830882337","0.7906709558823539","0.6188450863486836","0.5276264391447353","0.7070569490131585","0.9997965494791667","0.9991861979166667","1","0.537458147321426","0.4188058035714305","0.6370907738095173","0.4728526239809794","0.3506071671195661","0.5780188519021774","0.4231933593749996","0.31708984374999943","0.5184960937500003","0.99990234375","0.9998046875","1"
"6800","3093.5","3060","3127","0.9999476841517858","0.9998604910714286","1","0.9983317057291671","0.9955512152777786","1","0.9804021661931843","0.9610706676136409","0.9984463778409094","0.9192176231971094","0.8499098557692197","0.9815579927884587","0.7928141276041651","0.7315104166666673","0.8972656249999944","0.6748118681066162","0.6262350643382333","0.7591911764705875","0.5706722861842083","0.5262900904605251","0.5992495888157856","0.9999593098958334","0.9998372395833334","1","0.4970063709077381","0.4565429687500025","0.5445498511904717","0.4402333135190206","0.40448794157608614","0.4930791440217386","0.3860400390624987","0.34130859374999895","0.44677734374999845","0.9999267578125001","0.9998046875","1"
"7000","3185.5","3152","3219","0.9996512276785715","0.998814174107143","1","0.9983588324652779","0.9946831597222232","0.9997829861111112","0.9909113103693199","0.9751420454545507","0.9968039772727277","0.9611253004807638","0.9338191105769139","0.9883563701923064","0.8866129557291627","0.8211588541666631","0.9585286458333303","0.7801441865808831","0.7043887867647051","0.8367991727941195","0.6971628289473681","0.6257452713815757","0.7294150904605271","1","1","1","0.6130894252232091","0.5358770461309492","0.6539248511904695","0.5320832625679361","0.44316830842391114","0.584005604619569","0.46809570312499954","0.403730468749999","0.5262109375000006","0.9998535156249999","0.9994140624999999","1"
"7200","3277.5","3244","3311","0.9995989118303573","0.9988839285714287","0.9999302455357143","0.9981418185763893","0.9943033854166677","0.9998914930555556","0.9873157848011384","0.9648881392045506","0.998890269886364","0.9524301382211482","0.8935171274038356","0.9881310096153828","0.8603434244791633","0.7955403645833318","0.9334309895833306","0.7425537109375006","0.704072840073529","0.8048023897058846","0.6296322471217084","0.576788651315788","0.6788137335526305","0.9999186197916667","0.9996744791666666","1","0.5392252604166644","0.46012369791667007","0.597912016369043","0.47460937499999967","0.4078846807065203","0.5361965013586981","0.41669433593749877","0.36462890624999883","0.46632812499999987","0.9998291015625","0.99931640625","1"
"7400","3369.5","3336","3403","0.9998604910714287","0.9997907366071429","1","0.9997016059027779","0.9994574652777779","1","0.9936301491477286","0.982199928977277","0.9983132102272732","0.9381573016826842","0.9255934495192207","0.9586838942307642","0.8110514322916653","0.7950846354166661","0.8289062499999988","0.7026798023897052","0.6710994944852924","0.7314740349264706","0.5962171052631566","0.5270610608552638","0.6473581414473671","1","1","1","0.505469912574404","0.42350260416666985","0.5673363095238046","0.4403606912364117","0.38523267663043437","0.47526749320652073","0.39224121093749903","0.3587890624999995","0.4130078124999987","0.99990234375","0.9997070312499999","1"
"7600","3461.5","3428","3495","0.9981689453125","0.9937220982142857","1","0.9967854817708335","0.9921875000000003","0.9998372395833334","0.9829323508522742","0.9578746448863663","0.9994673295454547","0.9163818359374915","0.8690279447115279","0.9916616586538448","0.8176025390624967","0.7826497395833324","0.9034830729166583","0.7223187614889706","0.6750919117647048","0.8049747242647083","0.6386461759868404","0.5641190378289446","0.7219880756578948","0.9992675781250001","0.9970703125000003","1","0.5684407552083296","0.4861188616071438","0.6566917782738038","0.5101902173913048","0.4301757812499983","0.6043223505434808","0.4562695312499994","0.37628906249999877","0.5532031250000009","0.9994628906249999","0.9983398437499997","1"
